Subject	Sex	Species	Age	Date	Session	Trial	condition	side	first_move_LR	first_move_correct	Change_latency_code	Change_latency_value	Change_position_code	Change_position_value	StartPos_latency_code	StartPos_latency_value	food_retrieved_code	food_retrieved_latency	comment	side_change	firsttest_trial_number
Chipie	f	young chimps	27	23/10/2018	1	19	training	l	l	c							et	456		no	0
Chipie	f	young chimps	27	23/10/2018	1	20	test	r	r	c	ct	7020	cp	9	st	7238				yes	0
Chipie	f	young chimps	27	23/10/2018	1	21	training	l	l	c							et	424		yes	0
Chipie	f	young chimps	27	23/10/2018	1	22	training	r	l	i							et	2566		yes	0
Chipie	f	young chimps	27	23/10/2018	1	23	training	l	l	c							et	692		yes	0
Chipie	f	young chimps	27	23/10/2018	1	24	test	r	l	i	ct	2657	cp	16	st	2863				yes	0
Chipie	f	young chimps	27	23/10/2018	1	25	training	r	r	c							et	671		no	0
Chipie	f	young chimps	27	23/10/2018	1	26	training	r	r	c							et	465		no	0
Chipie	f	young chimps	27	23/10/2018	1	27	training	r	r	c							et	594		no	0
Chipie	f	young chimps	27	23/10/2018	1	28	training	l	r	i							et	2319		yes	0
Chipie	f	young chimps	27	23/10/2018	1	29	test	l	r	i	ct	2406	cp	21	st	2801				no	0
Chipie	f	young chimps	27	23/10/2018	1	30	training	l	l	c							et	653		no	0
Chipie	f	young chimps	27	24/10/2018	2	31	training	l	l	c							et	787			0
Chipie	f	young chimps	27	24/10/2018	2	32	training	r	l	i							et	5165		yes	0
Chipie	f	young chimps	27	24/10/2018	2	33	training	r	r	c							et	685		no	0
Chipie	f	young chimps	27	24/10/2018	2	34	training	l	r	i							et	2078		yes	0
Chipie	f	young chimps	27	24/10/2018	2	35	training	l	l	c							et	314		no	0
Chipie	f	young chimps	27	24/10/2018	2	36	training	r	l	i							et	1918		yes	0
Chipie	f	young chimps	27	24/10/2018	2	37	training	l	l	c							et	456		yes	0
Chipie	f	young chimps	27	24/10/2018	2	38	training	r	l	i							et	2611		yes	0
Chipie	f	young chimps	27	24/10/2018	2	39	test	l	l	c	ct	4011	cp	21	st	4388				yes	0
Chipie	f	young chimps	27	24/10/2018	2	40	training	r	r	c							et	718		yes	0
Chipie	f	young chimps	27	24/10/2018	2	41	test	r	r	c	ct	2356	cp	20	st	2639				no	0
Chipie	f	young chimps	27	24/10/2018	2	42	training	l	l	c							et	346		yes	0
Chipie	f	young chimps	27	24/10/2018	2	43	training	l	l	c							et	395		no	0
Chipie	f	young chimps	27	24/10/2018	2	44	training	r	r	c							et	402		yes	0
Chipie	f	young chimps	27	24/10/2018	2	45	training	r	r	c							et	501		no	0
Chipie	f	young chimps	27	24/10/2018	2	46	training	r	r	c							et	893		no	0
Chipie	f	young chimps	27	24/10/2018	2	47	test	l	r	i	ct	2256	cp	21	st	3496				yes	0
Chipie	f	young chimps	27	24/10/2018	2	48	training	l	r	i							et	1813		no	0
Chipie	f	young chimps	27	24/10/2018	2	49	training	l	r	i							et	1742		no	0
Chipie	f	young chimps	27	24/10/2018	2	50	training	r	l	i							et	2263		yes	0
Chipie	f	young chimps	27	24/10/2018	2	51	test	r	r	c	ct	1604	cp	15	st	1803				no	0
Chipie	f	young chimps	27	24/10/2018	2	52	training	l	l	c							et	404		yes	0
Chipie	f	young chimps	27	24/10/2018	2	53	training	r	r	c							et	599		yes	0
Chipie	f	young chimps	27	24/10/2018	2	54	training	l	r	i							et	1616		yes	0
Chipie	f	young chimps	27	24/10/2018	2	55	training	l	r	i							et	1895		no	0
Chipie	f	young chimps	27	24/10/2018	2	56	test	r	r	c	ct	1603	cp	17	st	1780				yes	0
Chipie	f	young chimps	27	24/10/2018	2	57	training	r	r	c							et	586		no	0
Chipie	f	young chimps	27	24/10/2018	2	58	training	l	r	i							et	1631		yes	0
Chipie	f	young chimps	27	24/10/2018	2	59	training	r	r	c							et	591		yes	0
Chipie	f	young chimps	27	24/10/2018	2	60	test	l	r	i	ct	1604	cp	21	st	2052				yes	0
Tess	f	young chimps	26	23/10/2018	1	1	training	r	r	c							et	27626			0
Tess	f	young chimps	26	23/10/2018	1	2	training	l	r	i							et	10180		yes	0
Tess	f	young chimps	26	23/10/2018	1	3	training	r	r	c							et	1931		yes	0
Tess	f	young chimps	26	23/10/2018	1	4	training	r	r	c							et	2545		no	0
Tess	f	young chimps	26	23/10/2018	1	5	training	l	r	i							et	13158		yes	0
Tess	f	young chimps	26	23/10/2018	1	6	training	l	r	i							et	2615		no	0
Tess	f	young chimps	26	23/10/2018	1	7	training	r	r	c							et	1448		yes	0
Tess	f	young chimps	26	23/10/2018	1	8	training	l	l	c							et	800		yes	0
Tess	f	young chimps	26	23/10/2018	1	9	training	r	r	c							et	3405		yes	0
Tess	f	young chimps	26	23/10/2018	1	10	training	l	r	i							et	4149		yes	0
Tess	f	young chimps	26	23/10/2018	1	11	test	r	r	c	ct	3760	cp	8	st	6554				yes	1
Tess	f	young chimps	26	23/10/2018	1	12	training	l	l	c							et	895		yes	0
Tess	f	young chimps	26	23/10/2018	1	13	test	l	l	c	ct	3258	cp	21	st	3756				no	0
Tess	f	young chimps	26	23/10/2018	1	14	training	r	r	c							et	515		yes	0
Tess	f	young chimps	26	23/10/2018	1	15	training	r	r	c							et	558		no	0
Tess	f	young chimps	26	23/10/2018	1	16	test	l	l	c	ct	1404	cp	21	st	1749				yes	0
Tess	f	young chimps	26	23/10/2018	1	17	training	r	r	c							et	588		yes	0
Tess	f	young chimps	26	23/10/2018	1	18	training	l	l	c							et	578		yes	0
Tess	f	young chimps	26	23/10/2018	1	19	training	l	l	c							et	588		no	0
Tess	f	young chimps	26	23/10/2018	1	20	test	r	l	i	ct	2406	cp	16	st	2739				yes	0
Tess	f	young chimps	26	23/10/2018	1	21	training	l	l	c							et	700		yes	0
Tess	f	young chimps	26	23/10/2018	1	22	training	r	l	i							et	4537		yes	0
Tess	f	young chimps	26	23/10/2018	1	23	training	l	l	c							et	474		yes	0
Tess	f	young chimps	26	23/10/2018	1	24	test	r	r	c	ct	803	cp	19	st	1915				yes	0
Tess	f	young chimps	26	23/10/2018	1	25	training	r	r	c							et	511		no	0
Tess	f	young chimps	26	23/10/2018	1	26	training	r	r	c							et	530		no	0
Tess	f	young chimps	26	23/10/2018	1	27	training	r	r	c							et	1365		no	0
Tess	f	young chimps	26	23/10/2018	1	28	training	l	r	i							et	2676		yes	0
Tess	f	young chimps	26	23/10/2018	1	29	test	l	l	c	ct	1354	cp	21	st	1705				no	0
Tess	f	young chimps	26	23/10/2018	1	30	training	l	r	i							et	2266		no	0
Tess	f	young chimps	26	24/10/2018	2	31	test	l	l	c	ct	1955	cp	4	st	2308					0
Tess	f	young chimps	26	24/10/2018	2	32	training	r	l	i							et	1948		yes	0
Tess	f	young chimps	26	24/10/2018	2	33	training	r	r	c							et	520		no	0
Tess	f	young chimps	26	24/10/2018	2	34	training	l	r	i							et	4804		yes	0
Tess	f	young chimps	26	24/10/2018	2	35	training	l	r	i							et	2081		no	0
Tess	f	young chimps	26	24/10/2018	2	36	training	r	l	i							et	2088		yes	0
Tess	f	young chimps	26	24/10/2018	2	37	training	l	r	i							et	2566		yes	0
Tess	f	young chimps	26	24/10/2018	2	38	training	r	l	i							et	1953		yes	0
Tess	f	young chimps	26	24/10/2018	2	39	training	l	l	c							et	1670		yes	0
Tess	f	young chimps	26	24/10/2018	2	40	training	r	l	i							et	2016		yes	0
Tess	f	young chimps	26	24/10/2018	2	41	training	r	r	c							et	570		no	0
Tess	f	young chimps	26	24/10/2018	2	42	test	r	r	c	ct	1704	cp	22	st	2245				no	0
Tess	f	young chimps	26	24/10/2018	2	43	training	l	l	c							et	3620		yes	0
Tess	f	young chimps	26	24/10/2018	2	44	training	l	r	i							et	1941		no	0
Tess	f	young chimps	26	24/10/2018	2	45	training	r	l	i							et	3695		yes	0
Tess	f	young chimps	26	24/10/2018	2	46	training	r	l	i							et	2025		no	0
Tess	f	young chimps	26	24/10/2018	2	47	training	r	l	i							et	1916		no	0
Tess	f	young chimps	26	24/10/2018	2	48	test	l	l	c	ct	1404	cp	21	st	3638				yes	0
Tess	f	young chimps	26	24/10/2018	2	49	training	l	l	c							et	737		no	0
Tess	f	young chimps	26	24/10/2018	2	50	training	l	l	c							et	628		no	0
Tess	f	young chimps	26	24/10/2018	2	51	training	r	l	i							et	2079		yes	0
Tess	f	young chimps	26	24/10/2018	2	52	test	r	l	i	ct	2405	cp	20	st	3242				no	0
Tess	f	young chimps	26	24/10/2018	2	53	training	l	l	c							et	1325		yes	0
Tess	f	young chimps	26	24/10/2018	2	54	training	r	l	i							et	2463		yes	0
Tess	f	young chimps	26	24/10/2018	2	55	training	l	l	c							et	1458		yes	0
Tess	f	young chimps	26	24/10/2018	2	56	training	l	l	c							et	618		no	0
Tess	f	young chimps	26	24/10/2018	2	57	test	r	l	i	ct	5163	cp	21	st	5955				yes	0
Tess	f	young chimps	26	24/10/2018	2	58	training	r	l	i							et	2575		no	0
Tess	f	young chimps	26	24/10/2018	2	59	training	l	l	c							et	781		yes	0
Tess	f	young chimps	26	24/10/2018	2	60	training	r	l	i							et	1886		yes	0
Tess	f	young chimps	26	24/10/2018	2	61	test	l	l	c	ct	1554	cp	21	st	3049				yes	0
Uruhara	m	young chimps	29	23/10/2018	1	1	training	r	r	c							et	23600			0
Uruhara	m	young chimps	29	23/10/2018	1	2	training	l	r	i							et	2058		yes	0
Uruhara	m	young chimps	29	23/10/2018	1	3	training	r	l	i							et	8546		yes	0
Uruhara	m	young chimps	29	23/10/2018	1	4	training	r	r	c							et	484		no	0
Uruhara	m	young chimps	29	23/10/2018	1	5	training	l	r	i										yes	0
Uruhara	m	young chimps	29	23/10/2018	1	6	training	l	l	c							et	481		no	0
Uruhara	m	young chimps	29	23/10/2018	1	7	training	r	l	i										yes	0
Uruhara	m	young chimps	29	23/10/2018	1	8	training	l	l	c							et	1228		yes	0
Uruhara	m	young chimps	29	23/10/2018	1	9	training	r	l	i							et	6171		yes	0
Uruhara	m	young chimps	29	23/10/2018	1	10	training	l	r	i							et	5116		yes	0
Uruhara	m	young chimps	29	23/10/2018	1	11	test	r	l	i	ct	1454	cp	22	st	1975				yes	1
Uruhara	m	young chimps	29	23/10/2018	1	12	training	l	l	c							et	302		yes	0
Uruhara	m	young chimps	29	23/10/2018	1	13	test	l	r	i	ct	1704	cp	21	st	1998				no	0
Uruhara	m	young chimps	29	23/10/2018	1	14	training	r	r	c							et	309		yes	0
Uruhara	m	young chimps	29	23/10/2018	1	15	training	r	r	c							et	699		no	0
Uruhara	m	young chimps	29	23/10/2018	1	16	test	l	r	i	ct	2355	cp	21	st	2524				yes	0
Uruhara	m	young chimps	29	23/10/2018	1	17	training	r	r	c							et	560		yes	0
Uruhara	m	young chimps	29	23/10/2018	1	18	training	l	l	c							et	8573		yes	0
Uruhara	m	young chimps	29	23/10/2018	1	19	training	l	l	c							et	400		no	0
Uruhara	m	young chimps	29	24/10/2018	2	20	training	l	r	i							et	2509			0
Uruhara	m	young chimps	29	24/10/2018	2	21	training	r	l	i							et	8134		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	22	training	l	l	c							et	392		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	23	test	r	l	i	ct	3057	cp	21	st	3210				yes	0
Uruhara	m	young chimps	29	24/10/2018	2	24	training	r	r	c							et	575		no	0
Uruhara	m	young chimps	29	24/10/2018	2	25	training	r	l	i							et	4648		no	0
Uruhara	m	young chimps	29	24/10/2018	2	26	training	r	r	c							et	893		no	0
Uruhara	m	young chimps	29	24/10/2018	2	27	training	l	r	i							et	6698		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	28	test	l	l	c	ct	1354	cp	21	st	1849				no	0
Uruhara	m	young chimps	29	24/10/2018	2	29	training	l	l	c							et	605		no	0
Uruhara	m	young chimps	29	24/10/2018	2	30	test	r	l	i	ct	3208	cp	22	st	3478				yes	0
Uruhara	m	young chimps	29	24/10/2018	2	31	training	l	l	c							et	645		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	32	training	r	r	c							et	673		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	33	training	r	r	c							et	1152		no	0
Uruhara	m	young chimps	29	24/10/2018	2	34	training	l	r	i							et	3096		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	35	training	l	l	c							et	415		no	0
Uruhara	m	young chimps	29	24/10/2018	2	36	training	r	l	i							et	1976		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	37	training	l	r	i							et	2487		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	38	training	r	r	c							et	4839		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	39	test	l	r	i	ct	5213	cp	21	st	5628				yes	0
Uruhara	m	young chimps	29	24/10/2018	2	40	training	r	r	c							et	733		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	41	test	r	r	c	ct	3560	cp	22	st	3837				no	0
Uruhara	m	young chimps	29	24/10/2018	2	42	training	l	l	c							et	750		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	43	training	l	l	c							et	487		no	0
Uruhara	m	young chimps	29	24/10/2018	2	44	training	r	l	i							et	4751		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	45	training	r	l	i							et	3778		no	0
Uruhara	m	young chimps	29	24/10/2018	2	46	training	r	r	c							et	636		no	0
Uruhara	m	young chimps	29	24/10/2018	2	47	test	l	l	c	ct	1253	cp	21	st	1468				yes	0
Uruhara	m	young chimps	29	24/10/2018	2	48	training	l	r	i							et	3687		no	0
Uruhara	m	young chimps	29	24/10/2018	2	49	training	l	l	c							et	1112		no	0
Uruhara	m	young chimps	29	24/10/2018	2	50	training	r	l	i							et	5730		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	51	test	r	l	i	ct	2706	cp	22	st	3046				no	0
Uruhara	m	young chimps	29	24/10/2018	2	52	training	l	l	c							et	608		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	53	training	r	l	i							et	4046		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	54	training	l	l	c							et	565		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	55	training	l	l	c							et	1144		no	0
Uruhara	m	young chimps	29	24/10/2018	2	56	test	r	l	i	ct	2959	cp	22	st	3523				yes	0
Uruhara	m	young chimps	29	24/10/2018	2	57	training	r	l	i							et	3484		no	0
Uruhara	m	young chimps	29	24/10/2018	2	58	training	l	l	c							et	884		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	59	training	r	r	c							et	632		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	60	test	l	r	i	ct	2959	cp	21	st	3191				yes	0
Julia	f	old chimps	18	28/10/2018	1	1	training	r	l	i							et	28530			0
Julia	f	old chimps	18	28/10/2018	1	2	training	r	r	c							et	549		no	0
Julia	f	old chimps	18	28/10/2018	1	3	training	l	r	i							et	-15188		yes	0
Julia	f	old chimps	18	28/10/2018	1	4	training	r	r	c							et	679		yes	0
Julia	f	old chimps	18	28/10/2018	1	5	training	l	r	i							et	4339		yes	0
Julia	f	old chimps	18	28/10/2018	1	6	training	l	l	c							et	480		no	0
Julia	f	old chimps	18	28/10/2018	1	7	training	r	l	i							et	11160		yes	0
Julia	f	old chimps	18	28/10/2018	1	8	training	l	r	i							et	14970		yes	0
Julia	f	old chimps	18	28/10/2018	1	9	training	r	l	i							et	7437		yes	0
Julia	f	old chimps	18	28/10/2018	1	10	training	l	l	c							et	1014		yes	0
Julia	f	old chimps	18	28/10/2018	1	11	test	r	l	i	ct	16193	cp	4	st	-30020				yes	0
Julia	f	old chimps	18	28/10/2018	1	12	training	l	l	c							et	199	"Julia did not approach the apparatus any more, scared of the light"	yes	0
Julia	f	old chimps	18	28/10/2018	1	13	test	l	l	c										no	0
Julia	f	old chimps	18	29/10/2018	2	14	training	r	r	c							et	1059			0
Julia	f	old chimps	18	29/10/2018	2	15	training	r	r	c							et	428		no	0
Julia	f	old chimps	18	29/10/2018	2	16	test	l	r	i									"Julia did not approach the apparatus any more, scared of the light, excluded"	yes	0
Cheetah	f	old chimps	31	28/10/2018	1	1	training	r	r	c							et	5255			0
Cheetah	f	old chimps	31	28/10/2018	1	2	training	l	l	c							et	388		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	3	training	r	l	i							et	4703		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	4	training	r	r	c							et	455		no	0
Cheetah	f	old chimps	31	28/10/2018	1	5	training	l	r	i							et	3844		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	6	training	l	l	c							et	504		no	0
Cheetah	f	old chimps	31	28/10/2018	1	7	training	r	l	i							et	3884		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	8	training	l	r	i							et	2045		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	9	training	r	r	c							et	509		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	10	training	l	r	i							et	2111		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	11	test	r	l	i	ct	4210	cp	24	st	7217				yes	1
Cheetah	f	old chimps	31	28/10/2018	1	12	training	l	r	i							et	2215		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	13	test	l	l	c	ct	6868	cp	15	st	7008				no	0
Cheetah	f	old chimps	31	28/10/2018	1	14	training	r	r	c							et	313		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	15	training	r	r	c							et	370		no	0
Cheetah	f	old chimps	31	28/10/2018	1	16	test	l	l	c	ct	4612	cp	15	st	4746				yes	0
Cheetah	f	old chimps	31	28/10/2018	1	17	training	r	r	c							et	283		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	18	training	l	r	i							et	3735		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	19	training	l	r	i							et	1852		no	0
Cheetah	f	old chimps	31	28/10/2018	1	20	test	r	r	c	ct	3009	cp	22	st	3108				yes	0
Cheetah	f	old chimps	31	28/10/2018	1	21	training	l	r	i							et	1038		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	22	training	r	l	i									no end time measured	yes	0
Cheetah	f	old chimps	31	28/10/2018	1	23	training	l	l	c							et	152		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	24	test	r	r	c	ct	601	cp	25	st	2795				yes	0
Cheetah	f	old chimps	31	28/10/2018	1	25	training	r	l	i							et	6975		no	0
Cheetah	f	old chimps	31	28/10/2018	1	26	training	r	r	c							et	263		no	0
Cheetah	f	old chimps	31	28/10/2018	1	27	training	r	l	i							et	1761		no	0
Cheetah	f	old chimps	31	28/10/2018	1	28	training	l	r	i							et	1945		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	29	test	l	l	c	ct	3459	cp	21	st	3497				no	0
Cheetah	f	old chimps	31	28/10/2018	1	30	training	l	l	c							et	196		no	0
Cheetah	f	old chimps	31	29/10/2018	2	31	training	l	r	i							et	2063			0
Cheetah	f	old chimps	31	29/10/2018	2	32	training	r	l	i							et	2793		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	33	training	r	r	c							et	241		no	0
Cheetah	f	old chimps	31	29/10/2018	2	34	training	l	r	i							et	2405		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	35	training	l	l	c							et	216		no	0
Cheetah	f	old chimps	31	29/10/2018	2	36	training	r	l	i							et	2700		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	37	training	l	l	c							et	204		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	38	training	r	l	i							et	1830		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	39	training	r	r	c							et	811		no	0
Cheetah	f	old chimps	31	29/10/2018	2	40	test	r	r	c	ct	1704	cp	22	st	1795				no	0
Cheetah	f	old chimps	31	29/10/2018	2	41	training	l	l	c							et	139		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	42	training	l	l	c							et	808		no	0
Cheetah	f	old chimps	31	29/10/2018	2	43	training	r	l	i							et	2295		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	44	training	r	r	c							et	276		no	0
Cheetah	f	old chimps	31	29/10/2018	2	45	training	r	r	c							et	267		no	0
Cheetah	f	old chimps	31	29/10/2018	2	46	test	l	r	i	ct	3259	cp	21	st	3368				yes	0
Cheetah	f	old chimps	31	29/10/2018	2	47	training	l	r	i							et	1520		no	0
Cheetah	f	old chimps	31	29/10/2018	2	48	training	l	l	c							et	184		no	0
Cheetah	f	old chimps	31	29/10/2018	2	49	training	r	l	i							et	2595		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	50	test	r	r	c	ct	2106	cp	22	st	2209				no	0
Cheetah	f	old chimps	31	29/10/2018	2	51	training	l	l	c							et	168		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	52	training	r	l	i							et	5535		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	53	training	l	r	i							et	7594		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	54	training	l	l	c							et	605		no	0
Cheetah	f	old chimps	31	29/10/2018	2	55	test	r	l	i	ct	201	cp	22	st	1627				yes	0
Cheetah	f	old chimps	31	29/10/2018	2	56	training	r	l	i							et	1633		no	0
Cheetah	f	old chimps	31	29/10/2018	2	57	training	l	l	c							et	246		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	58	training	r	l	i							et	2961		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	59	test	l	l	c	ct	1754	cp	21	st	1841				yes	0
Cheetah	f	old chimps	31	29/10/2018	2	60	test	l	l	c	ct	1203	cp	21	st	1309			"trial 39 repeated because the slider got stuck, cheetah was too fast."	no	0
Mwanzo	f	old chimps	22	28/10/2018	1	1	training	r	r	c							et	733			0
Mwanzo	f	old chimps	22	28/10/2018	1	2	training	l	r	i							et	3244		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	3	training	r	l	i							et	6737		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	4	training	r	r	c							et	725		no	0
Mwanzo	f	old chimps	22	28/10/2018	1	5	training	l	r	i							et	4663		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	6	training	l	l	c							et	226		no	0
Mwanzo	f	old chimps	22	28/10/2018	1	7	training	r	l	i							et	5177		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	8	training	l	l	c							et	770		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	9	training	r	l	i							et	3846		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	10	training	l	l	c							et	746		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	11	test	r	l	i	ct	5064	cp	22	st	5242				yes	1
Mwanzo	f	old chimps	22	28/10/2018	1	12	training	l	l	c							et	204		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	13	test	l	l	c	ct	2807	cp	21	st	2926				no	0
Mwanzo	f	old chimps	22	28/10/2018	1	14	training	r	r	c							et	156		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	15	training	r	r	c							et	1065		no	0
Mwanzo	f	old chimps	22	28/10/2018	1	16	test	l	r	i	ct	1554	cp	12	st	1595				yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	17	training	r	r	c							et	613		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	18	training	l	r	i							et	4881		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	19	training	l	l	c							et	336		no	0
Mwanzo	f	old chimps	22	28/10/2018	1	20	test	r	r	c	ct	251	cp	23	st	2085				yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	21	training	l	l	c							et	925		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	22	training	r	l	i							et	3287		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	23	training	l	l	c							et	312		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	24	test	r	r	c	ct	2105	cp	22	st	2213				yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	25	training	r	l	i							et	3283		no	0
Mwanzo	f	old chimps	22	28/10/2018	1	26	training	r	l	i							et	2255		no	0
